ID,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Overall,Potential
219937,70,64,59,74,35,67,68,73
252448,84,59,58,73,31,68,68,82
163616,66,66,63,70,47,64,68,68
224544,69,35,56,65,63,71,68,68
215328,68,53,60,64,65,73,68,69
202528,66,51,63,65,64,69,68,68
220965,76,58,68,73,36,50,68,69
246565,61,38,57,55,68,72,68,77
253265,73,66,69,71,36,60,68,69
254245,70,39,54,56,67,75,68,73
186449,46,53,63,60,67,74,68,68
250961,69,64,49,69,18,67,68,80
184913,45,61,64,53,67,71,68,68
183377,61,33,50,51,66,76,68,68
241489,54,60,65,68,69,69,68,75
241233,72,40,61,67,65,56,68,74
225105,75,67,63,72,39,60,68,74
213841,74,48,60,61,65,76,68,71
219177,68,64,70,70,57,70,68,69
215081,81,66,61,74,31,48,68,68
208681,82,64,65,72,28,59,68,68
199721,69,64,70,70,48,67,68,68
251944,69,66,51,73,26,63,68,74
223016,63,42,49,48,66,77,68,68
197928,69,66,61,69,47,67,68,70
257063,82,56,63,74,41,47,68,83
253735,80,67,56,70,23,56,68,78
260646,68,70,58,63,20,70,68,68
250918,84,57,60,67,63,71,68,69
248870,73,54,64,69,65,70,68,80
208422,65,63,69,69,64,74,68,68
200235,41,70,47,55,30,78,68,68
215178,56,31,53,49,67,77,68,69
246826,61,29,46,52,67,75,68,73
245097,73,49,65,74,53,58,68,79
50542,55,74,58,71,26,42,68,68
210798,77,65,52,66,29,78,68,68
223085,68,63,66,70,61,68,68,68
217709,43,34,38,38,69,77,68,68
202605,55,53,57,55,68,73,68,69
193900,75,52,62,66,64,68,68,68
239980,71,59,62,59,66,81,68,70
213612,85,57,61,70,43,73,68,69
223595,79,52,63,68,56,62,68,69
237930,68,26,45,55,68,73,68,76
243049,72,56,69,66,64,62,68,81
230247,52,51,57,63,66,78,68,68
172649,54,65,73,68,35,53,68,68
227945,57,41,56,54,69,72,68,72
207465,50,64,70,69,61,70,68,68
262505,68,36,54,52,69,71,68,78
243816,70,30,52,60,67,64,68,73
172904,51,69,67,70,37,62,68,68
234856,77,42,60,62,66,71,68,73
226152,72,58,67,74,60,61,68,72
208488,75,31,43,51,65,72,68,68
258407,78,39,60,66,63,71,68,81
222319,73,34,56,67,64,74,68,73
243311,70,68,64,69,27,67,68,76
263280,76,62,65,75,36,60,68,76
202864,79,62,64,62,61,82,68,68
233917,88,58,59,72,38,62,68,77
213949,72,69,59,63,30,75,68,69
207805,41,57,59,59,68,66,68,68
247228,68,62,53,76,26,66,68,76
181436,42,48,61,56,68,68,68,68
169404,68,61,54,74,27,69,68,68
222396,60,44,58,59,65,73,68,72
207804,77,49,57,65,63,67,68,69
190139,77,67,61,71,27,79,68,68
238011,80,56,62,70,46,57,68,76
230075,83,48,61,69,59,73,68,71
204987,72,61,64,70,61,70,68,68
202171,58,46,59,57,67,75,68,68
231354,80,59,62,68,39,62,68,71
188601,56,52,63,63,65,80,68,69
236217,78,33,54,61,66,75,68,73
229817,68,64,65,72,46,67,68,68
204217,62,68,57,65,37,80,68,68
178616,64,67,68,68,67,70,68,68
222576,66,35,56,68,69,67,68,73
208240,73,69,72,72,49,60,68,68
169575,57,38,59,61,71,67,68,68
228711,90,62,57,72,43,67,68,73
236308,60,29,54,62,68,67,68,75
240663,73,68,53,68,29,53,68,71
259423,63,68,52,63,36,80,68,82
223769,71,51,55,64,66,63,68,68
242200,66,69,65,71,18,69,68,76
237848,69,58,65,69,65,70,68,75
234264,78,57,62,66,53,68,68,73
228888,67,31,47,47,67,78,68,77
212248,81,65,56,70,30,63,68,70
211736,77,67,62,66,35,72,68,68
263704,72,66,66,69,55,71,68,71
253463,71,44,60,67,64,65,68,77
228375,67,45,59,61,67,67,68,73
194150,69,69,70,68,49,65,68,68
155671,42,57,64,58,67,77,68,68
246806,71,54,61,73,38,71,68,68
223510,70,68,50,63,24,78,68,68
251413,54,66,48,62,35,77,68,74
242453,66,30,55,63,68,70,68,81
234005,63,57,68,66,61,71,68,68
224021,78,61,62,70,31,58,68,74
222741,63,67,56,67,40,77,68,68
220693,63,50,57,63,66,77,68,71
205589,74,55,60,68,65,77,68,68
228704,77,38,63,69,62,66,68,69
235360,81,64,43,65,28,68,68,77
247648,77,23,51,59,66,77,68,73
190560,36,36,49,43,66,83,68,68
254054,76,58,64,65,64,68,68,68
246118,74,42,60,65,64,72,68,71
177766,58,41,66,65,70,65,68,68
224358,68,65,68,71,36,56,68,68
199526,65,63,67,72,38,71,68,68
169317,73,68,65,73,43,59,68,68
205669,70,61,66,67,62,64,68,68
251236,84,64,66,69,40,66,68,77
214884,46,42,48,49,67,82,68,68
179811,67,62,66,65,66,68,68,68
233571,60,65,65,68,66,51,68,73
224099,73,45,60,64,63,68,68,71
215139,68,43,50,54,69,73,68,68
203363,43,47,49,39,68,81,68,70
212066,78,55,65,67,62,75,68,68
243553,75,57,62,63,62,72,68,68
237665,79,64,53,70,24,66,68,70
237409,85,68,61,69,33,58,68,68
229473,77,64,67,70,65,59,68,68
229217,90,64,58,74,25,52,68,74
217441,69,66,60,73,45,68,68,68
247229,73,32,55,62,65,65,68,77
224702,66,67,64,70,50,69,68,68
243134,83,60,60,73,33,56,68,83
246845,87,66,56,71,38,66,68,68
254267,67,67,46,64,35,72,68,81
191547,61,67,62,67,30,63,68,68
211004,70,45,68,65,66,76,68,68
227900,78,50,63,70,61,68,68,71
235580,50,58,57,59,69,82,68,70
206653,72,64,66,67,58,75,68,69
210237,75,56,64,73,49,61,68,68
216381,81,59,62,70,60,73,68,68
156221,38,67,64,66,66,76,68,68
232253,84,61,61,72,38,60,68,68
186941,70,65,65,68,33,66,68,68
246974,77,47,57,70,62,67,68,77
258365,67,42,56,61,66,77,68,76
202558,68,63,72,70,42,65,68,68
205630,77,49,63,65,64,76,68,68
224062,63,47,60,65,63,73,68,77
245822,66,67,65,69,39,69,68,83
191294,49,49,63,56,65,80,68,68
205631,77,68,56,71,39,66,68,68
231231,77,61,64,71,33,62,68,71
239679,76,56,62,67,65,70,68,70
183871,65,67,66,71,43,61,68,68
219451,40,41,51,54,70,74,68,70
215355,82,70,51,70,36,65,68,68
257338,80,64,64,72,38,50,68,71
253242,71,64,49,64,34,77,68,68
214582,70,67,65,71,55,64,68,71
212790,84,67,55,70,22,67,68,68
181558,76,69,56,68,22,69,68,68
184630,69,64,67,75,50,64,68,68
253238,66,31,48,46,68,71,68,74
201271,83,63,62,69,42,67,68,68
215351,77,64,62,69,49,76,68,68
238391,82,40,55,65,66,76,68,74
253239,76,44,59,57,64,63,68,74
188727,33,26,56,45,71,71,68,68
202808,74,63,67,67,68,70,68,68
219448,75,41,55,64,62,72,68,68
246840,72,53,63,68,63,64,68,69
202041,79,64,59,71,40,69,68,68
215097,71,64,65,70,41,69,68,71
224057,56,62,65,66,65,74,68,68
244793,47,68,53,60,26,81,68,70
253241,74,61,63,70,22,66,68,73
194873,72,60,65,64,62,67,68,68
242490,63,60,59,65,64,72,68,73
246074,81,65,59,73,52,52,68,76
192319,72,54,66,65,64,68,68,68
232512,82,65,62,69,44,52,68,68
234048,86,63,59,73,51,68,68,73
193475,68,50,66,65,65,68,68,68
235971,61,62,65,68,62,64,68,70
232643,79,34,57,63,63,72,68,72
204227,54,69,55,61,33,76,68,69
253122,83,50,56,67,63,71,68,77
186562,65,67,57,62,50,83,68,68
183490,68,39,59,62,65,67,68,68
241858,76,33,51,54,67,77,68,76
235458,68,32,45,43,67,81,68,72
211394,58,57,69,67,65,66,68,68
256705,74,34,57,57,68,73,68,71
244161,85,65,51,69,24,77,68,71
241089,85,62,61,68,38,67,68,71
231873,72,62,66,72,50,54,68,77
198849,45,61,63,62,64,70,68,68
189120,67,51,64,61,65,69,68,68
252864,75,57,65,74,38,51,68,74
231616,76,67,51,66,28,69,68,74
210879,47,39,53,57,65,86,68,68
208063,65,57,70,66,60,70,68,68
254142,67,59,68,68,60,75,68,75
251326,73,68,65,70,53,61,68,77
255939,67,26,46,46,70,71,68,83
201924,59,68,48,63,30,71,68,68
241984,74,67,40,61,25,72,68,68
212420,45,32,54,48,67,80,68,70
201025,63,55,59,62,67,74,68,68
203329,61,31,60,58,68,71,68,68
204353,54,59,63,64,68,69,68,68
205377,66,66,64,71,47,66,68,70
219969,70,61,65,72,37,66,68,73
234817,56,37,49,57,67,73,68,76
238657,73,67,59,62,54,80,68,68
241985,72,65,66,71,43,63,68,70
243521,78,47,60,68,64,62,68,77
234184,74,35,55,62,65,71,68,74
212680,91,59,63,69,40,46,68,69
237511,80,40,56,63,62,70,68,76
222407,55,40,58,49,66,75,68,71
231878,69,65,66,68,32,67,68,71
231110,33,42,60,47,66,72,68,71
241861,78,46,61,69,61,79,68,76
248004,72,36,50,48,67,77,68,76
243908,51,30,50,49,67,70,68,77
243652,62,72,50,68,31,49,68,79
237764,63,61,65,64,65,69,68,68
214980,65,67,56,62,33,67,68,68
247060,60,50,56,59,66,77,68,76
234004,50,49,61,60,66,76,68,68
236842,83,63,60,67,34,66,68,80
219575,76,65,60,69,27,57,68,68
183442,71,66,69,70,57,65,68,68
253586,59,27,48,56,68,70,68,74
191625,50,68,61,65,36,76,68,68
189586,70,67,59,68,32,67,68,68
256658,76,67,59,69,26,70,68,79
191378,54,65,67,70,58,64,68,68
192658,68,50,65,67,67,64,68,68
192695,69,38,54,62,66,79,68,68
256695,74,49,60,64,64,70,68,68
233911,77,47,57,65,60,58,68,71
209335,76,59,64,64,61,71,68,69
234164,68,39,57,64,67,64,68,68
203447,84,69,57,69,30,67,68,68
255158,65,34,52,51,70,66,68,79
189110,54,33,59,57,67,77,68,68
237494,44,40,56,59,64,79,68,68
227766,57,32,40,39,69,82,68,72
244661,83,40,59,73,60,65,68,77
233141,91,59,59,73,29,49,68,68
229045,90,67,56,67,23,71,68,69
222389,70,66,65,70,48,65,68,73
214965,70,66,61,68,22,66,68,68
232594,83,45,58,67,59,63,68,68
230802,73,62,66,69,46,58,68,68
243857,78,38,51,68,68,62,68,69
239505,87,48,63,69,58,59,68,69
238989,70,68,68,68,60,63,68,68
247949,87,35,55,60,62,69,68,74
253581,65,68,64,72,45,62,68,68
233870,67,40,52,53,67,71,68,68
235662,79,36,58,61,65,74,68,77
237198,90,51,63,69,31,49,68,71
255886,76,50,56,68,62,66,68,75
258958,67,69,53,67,21,63,68,68
201103,68,69,68,69,66,63,68,68
236943,90,45,58,62,63,68,68,72
193679,57,38,61,62,67,64,68,68
198288,65,51,66,66,64,68,68,68
225168,76,66,67,69,42,45,68,68
231056,71,65,58,71,48,63,68,69
244624,63,57,67,67,58,56,68,75
262801,73,66,53,66,30,61,68,68
264337,72,68,55,67,33,71,68,80
211089,64,34,52,50,70,71,68,69
234129,78,54,63,72,40,46,68,76
234385,63,54,68,74,57,54,68,72
238225,60,59,69,69,56,60,68,73
193716,47,39,53,57,67,81,68,68
223668,70,44,50,60,69,73,68,69
215572,52,56,58,62,64,87,68,69
177320,40,54,61,59,66,80,68,68
207531,47,38,49,51,70,71,68,68
251818,68,65,67,68,61,69,68,68
237994,82,61,63,75,39,43,68,74
236458,63,41,47,49,70,69,68,72
222889,38,38,41,36,66,83,68,68
205481,80,62,63,69,42,75,68,71
200105,61,38,59,62,68,69,68,68
258728,65,45,56,61,71,58,68,78
255400,60,26,51,50,70,69,68,76
178600,32,44,55,55,70,72,68,68
240040,82,63,62,70,31,58,68,76
211635,77,60,65,65,69,72,68,68
216232,76,57,60,68,62,62,68,68
244135,39,29,47,46,68,77,68,70
228007,74,59,65,70,56,59,68,69
161703,40,66,70,65,61,72,68,68
194726,70,48,62,67,63,69,68,68
234025,68,62,62,70,33,58,68,68
194089,51,58,65,65,67,70,68,68
201514,76,67,61,68,45,72,68,68
209194,51,23,40,35,70,70,68,68
227370,67,66,70,71,42,65,68,73
234667,75,43,57,70,65,67,68,68
237739,63,53,51,58,67,75,68,71
253100,85,54,63,69,52,60,68,80
190636,52,54,62,60,66,73,68,68
255154,73,37,51,63,66,71,68,77
252594,79,59,62,73,26,42,68,82
247474,78,34,54,63,63,72,68,72
219871,73,62,63,69,63,67,68,68
241842,74,37,55,64,65,65,68,78
225202,69,56,62,63,63,78,68,73
211378,59,65,65,67,67,76,68,68
256689,76,70,64,70,24,55,68,76
252081,69,63,62,72,41,68,68,70
179633,70,68,65,69,64,72,68,68
234929,80,64,62,72,36,57,68,69
199601,57,68,65,68,67,76,68,68
188336,59,34,47,43,69,74,68,68
236464,83,65,58,71,25,69,68,73
257711,69,48,49,67,65,65,68,81
244399,79,60,68,72,61,67,68,74
237743,59,59,64,64,66,63,68,70
203439,77,57,67,67,41,55,68,68
203183,67,66,67,67,44,66,68,68
229038,53,48,63,66,66,72,68,77
223150,68,66,65,69,46,66,68,72
258444,76,66,53,68,23,68,68,80
252044,54,50,59,62,64,72,68,78
247180,76,46,52,65,65,76,68,77
215309,66,68,62,66,26,69,68,68
252943,70,62,69,67,57,64,68,80
244751,71,40,50,53,67,75,68,71
228111,83,64,60,68,48,76,68,71
209935,60,32,49,48,67,79,68,68
236046,66,66,61,68,29,67,68,76
259853,69,56,67,72,59,62,68,79
184845,50,67,57,63,36,83,68,68
246797,74,66,68,65,42,64,68,71
230157,77,65,65,64,57,77,68,68
221197,87,62,60,69,43,67,68,72
236300,80,67,62,69,30,67,68,68
214412,74,43,58,62,65,74,68,68
222988,42,59,70,65,68,68,68,68
221452,77,67,59,71,30,68,68,70
198156,69,50,60,65,65,73,68,68
183819,59,46,63,62,66,81,68,68
236555,67,68,57,67,24,67,68,73
211723,50,33,46,49,68,74,68,69
241930,67,34,53,54,69,70,68,78
227594,88,63,59,68,19,66,68,69
210698,51,56,64,64,69,74,68,69
205578,76,41,51,63,67,72,68,69
253455,61,69,49,62,22,75,68,71
258575,65,30,50,57,66,79,68,75
197904,77,25,46,50,66,76,68,69
215568,81,70,67,66,23,58,68,68
207892,91,58,61,69,57,68,68,68
262932,86,62,58,75,31,45,68,68
228883,67,42,57,55,69,76,68,74
226579,76,59,63,72,40,65,68,77
225811,84,63,61,71,27,52,68,71
214035,69,65,66,71,41,67,68,70
203795,42,28,46,46,67,79,68,68
203283,73,66,57,69,29,62,68,68
240658,72,57,65,76,64,58,68,74
239378,62,69,54,65,29,76,68,76
229650,77,43,63,64,63,67,68,72
204050,32,38,61,60,69,72,68,68
254225,76,60,60,74,29,44,68,77
54033,34,67,74,59,65,65,68,68
243473,79,46,62,66,60,73,68,73
239121,53,71,53,59,29,75,68,68
235537,67,67,62,66,64,68,68,79
221713,71,53,61,62,63,71,68,68
220433,68,67,69,70,43,65,68,71
231184,65,68,62,68,26,60,68,73
221456,69,36,51,57,69,70,68,73
224009,77,37,57,61,64,80,68,71
221705,71,60,65,67,60,70,68,71
215817,55,70,57,62,30,75,68,69
229379,65,52,65,73,57,55,68,75
212483,82,52,60,67,63,59,68,68
199683,81,50,62,70,63,68,68,68
198147,57,38,60,59,67,69,68,68
188930,69,46,62,68,63,68,68,68
252162,83,67,53,64,27,71,68,75
212994,78,69,53,69,29,59,68,71
264450,77,67,58,71,32,67,68,78
256001,66,51,56,63,68,66,68,69
243201,67,66,67,68,43,66,68,78
244480,57,49,63,69,62,75,68,74
218880,35,32,56,61,67,75,68,72
212992,70,65,61,67,37,72,68,68
223370,81,66,62,68,27,65,68,68
232586,81,48,58,57,62,73,68,71
238986,50,25,38,38,70,74,68,71
259978,61,50,62,61,66,70,68,78
224395,79,64,68,71,35,64,68,68
236427,62,50,67,70,55,70,68,75
244363,65,67,62,68,25,70,68,74
246923,68,59,63,72,51,64,68,82
261771,74,70,57,70,28,59,68,82
215043,83,67,58,65,37,71,68,68
229891,66,57,61,66,65,74,68,73
209417,78,54,67,70,64,76,68,68
246275,71,61,64,69,23,49,68,74
256008,63,35,51,59,66,78,68,84
229640,85,46,62,70,60,66,68,73
158984,60,55,56,60,66,73,68,68
223752,68,44,50,48,65,81,68,74
221704,69,64,59,74,44,70,68,73
214280,82,50,57,62,61,68,68,71
190471,71,67,66,71,34,53,68,68
223751,69,41,59,61,69,70,68,69
218887,66,49,70,65,63,70,68,73
212487,59,39,58,59,68,71,68,73
189958,49,57,70,68,48,71,68,68
229894,77,57,63,69,63,64,68,71
261381,67,67,68,67,48,65,68,68
190981,78,67,54,66,35,65,68,68
168965,68,66,65,66,49,69,68,68
213509,40,39,49,37,68,78,68,68
203781,70,51,58,64,65,72,68,68
264453,72,43,56,60,67,73,68,84
246276,81,61,58,72,24,54,68,77
232708,73,44,63,68,64,68,68,75
254211,73,40,57,62,65,69,68,75
240351,71,58,67,72,66,58,68,72
204354,69,67,66,67,48,67,68,69
213471,44,63,76,66,57,63,68,71
253136,66,50,63,60,70,67,68,77
255441,68,30,57,65,66,75,68,79
179665,62,70,68,68,29,68,68,68
235729,58,24,42,46,67,73,68,73
166097,70,65,63,72,56,68,68,68
214993,49,36,50,59,69,69,68,68
201681,74,64,67,70,61,72,68,68
212944,67,72,68,64,46,69,68,71
215250,68,65,63,68,41,69,68,68
208592,66,52,61,64,65,71,68,68
205008,71,62,67,75,39,51,68,68
190671,58,61,69,69,63,73,68,68
242383,67,38,51,52,69,74,68,73
235215,73,56,66,72,32,58,68,75
229839,72,35,60,68,64,66,68,70
206546,40,42,58,60,69,67,68,70
227794,65,58,67,67,66,65,68,73
211671,57,58,59,58,67,77,68,70
237780,46,67,66,65,66,77,68,68
215254,32,31,41,45,69,73,68,68
230357,78,56,62,66,63,52,68,68
219605,84,56,63,69,61,63,68,70
259796,72,60,67,65,37,51,68,69
253908,77,64,62,70,46,52,68,77
244692,70,56,67,69,65,70,68,78
219860,61,28,49,55,67,75,68,68
236242,63,35,60,58,67,57,68,71
191443,36,43,51,59,70,73,68,68
246739,55,53,66,66,65,69,68,70
222163,81,67,63,69,28,51,68,68
219091,70,53,61,62,67,77,68,73
186578,55,64,67,66,68,64,68,68
237010,77,50,61,65,63,65,68,70
228303,85,66,62,70,39,62,68,68
216271,63,34,56,62,67,67,68,71
239822,74,36,53,63,69,66,68,71
236535,82,53,63,65,66,78,68,74
192201,69,70,68,66,42,68,68,68
235464,75,27,43,48,68,70,68,75
190942,62,47,61,57,67,71,68,68
211703,69,72,71,67,35,57,68,68
167159,33,35,52,43,69,69,68,68
232695,47,31,47,44,68,77,68,68
200440,74,66,63,73,47,59,68,68
231886,78,59,59,68,58,81,68,71
204280,72,69,66,61,47,80,68,68
214776,76,62,64,70,56,74,68,68
263929,79,61,62,73,31,60,68,81
223737,72,66,65,69,43,64,68,70
225529,73,45,50,56,66,76,68,71
235513,81,67,50,60,26,73,68,73
212938,68,43,51,55,67,74,68,69
236490,91,60,58,73,31,44,68,75
200395,32,35,50,51,65,80,68,68
201163,58,55,58,52,68,75,68,68
212939,46,57,62,62,66,69,68,68
216523,47,24,46,48,70,72,68,69
221643,59,61,67,66,57,76,68,68
226507,79,68,54,67,29,68,68,72
212940,90,68,55,67,26,62,68,71
216268,81,67,62,69,36,61,68,68
222156,70,41,60,65,64,66,68,75
227788,84,60,63,68,58,66,68,69
233164,70,65,75,71,45,67,68,78
210381,65,68,67,66,65,66,68,68
240589,73,67,52,65,31,72,68,79
242381,60,54,66,66,65,65,68,76
248781,54,29,46,58,70,66,68,69
220886,54,45,62,59,68,75,68,73
235735,61,30,55,61,68,67,68,82
199674,38,39,60,44,70,73,68,68
240027,80,67,60,75,20,57,68,68
198810,63,38,51,53,67,74,68,69
217242,73,64,67,73,60,68,68,68
254874,75,50,63,63,64,72,68,68
213147,75,57,66,69,63,68,68,71
215195,81,65,61,69,36,63,68,72
226203,78,58,66,71,62,70,68,68
261275,80,61,56,81,25,54,68,76
178584,33,26,44,42,69,75,68,68
238236,85,62,59,71,48,65,68,77
229277,73,39,56,61,67,70,68,72
233373,86,56,62,71,42,51,68,73
237213,58,52,56,61,67,73,68,75
237469,83,37,58,66,65,84,68,74
242845,60,56,62,59,66,70,68,73
248729,86,59,59,72,39,48,68,81
223128,77,66,64,73,31,64,68,69
235991,68,70,65,68,30,68,68,79
257270,85,46,61,70,63,61,68,81
264181,76,65,67,67,52,60,68,81
211189,62,29,42,44,70,73,68,68
234229,77,53,61,67,67,82,68,77
242677,77,64,52,66,27,72,68,77
245237,68,57,60,70,59,71,68,77
186101,61,25,47,43,67,77,68,68
235670,71,68,69,70,57,63,68,73
221336,72,60,68,73,54,50,68,73
239254,66,70,69,73,19,64,68,80
243862,73,57,67,69,65,80,68,71
194198,68,67,64,68,49,67,68,68
246679,72,47,59,67,61,74,68,78
253847,72,67,65,63,52,66,68,70
212120,39,37,56,49,68,76,68,69
247197,83,32,56,63,63,65,68,70
211870,71,69,65,70,32,62,68,68
222878,79,68,56,68,36,65,68,74
242596,81,42,59,67,64,70,68,73
201891,65,70,63,68,29,70,68,68
215459,68,66,59,65,41,72,68,68
227235,72,65,65,66,61,77,68,68
239267,88,62,57,72,26,65,68,80
243619,84,61,57,71,36,66,68,73
246179,64,56,64,68,65,60,68,77
259748,63,34,51,54,69,67,68,80
233630,75,67,61,66,26,61,68,73
203173,75,62,67,69,57,59,68,68
225189,64,54,67,67,65,60,68,72
246437,83,64,67,68,37,67,68,68
219558,89,62,63,68,39,63,68,68
221350,80,65,59,70,29,67,68,74
240343,81,57,68,71,66,68,68,71
246946,78,64,63,71,63,67,68,79
244641,57,72,46,61,29,70,68,69
231073,69,68,64,71,41,69,68,70
215969,54,48,63,64,67,63,68,68
202401,62,67,52,61,33,75,68,68
258464,56,28,39,43,67,79,68,75
253344,68,39,54,53,67,73,68,75
183712,46,70,53,53,36,78,68,68
241824,54,25,48,53,68,79,68,74
240032,81,66,58,72,41,73,68,68
232608,78,63,64,70,34,57,68,68
213152,75,66,48,65,32,73,68,71
199584,66,65,63,64,68,73,68,68
198560,64,53,57,56,66,80,68,68
263072,57,46,62,62,66,78,68,71
230047,77,38,58,65,62,67,68,72
216479,70,68,50,64,38,69,68,68
259833,73,37,63,66,64,62,68,78
200954,64,66,63,68,32,67,68,68
190196,70,24,48,57,67,80,68,68
226431,79,61,66,73,62,61,68,75
229501,68,66,69,70,46,65,68,70
232573,72,54,60,65,63,73,68,68
234877,69,68,66,69,25,68,68,73
208766,73,64,66,71,30,57,68,68
226686,59,50,63,65,64,77,68,73
210303,60,51,63,63,66,73,68,68
235647,68,38,57,65,66,67,68,73
253052,91,27,59,65,58,70,68,82
236671,75,56,65,73,61,62,68,75
242815,70,65,66,70,33,53,68,77
194431,72,50,65,66,63,75,68,68
169600,52,38,61,65,74,60,68,68
238464,71,69,52,65,25,63,68,76
228225,75,40,54,60,66,78,68,71
232870,49,30,50,51,69,68,68,71
221820,73,63,68,70,48,60,68,68
234472,56,34,53,58,69,72,68,77
242406,68,67,56,65,25,62,68,75
235495,72,37,61,68,63,68,68,69
234983,74,65,67,69,64,75,68,74
226535,89,65,53,67,23,74,68,68
223207,58,41,44,45,68,75,68,69
215527,49,36,56,57,69,74,68,68
202215,69,66,64,67,46,70,68,68
239590,32,37,45,50,68,77,68,68
220028,86,39,60,68,61,73,68,71
222587,71,47,57,67,66,68,68,71
232571,72,24,39,49,67,77,68,73
233851,73,61,63,67,63,67,68,73
237435,72,67,62,71,21,55,68,76
254587,84,66,70,74,52,62,68,79
210044,51,26,47,51,67,79,68,68
230273,63,65,68,60,26,72,68,68
253569,72,66,50,65,41,69,68,73
255105,74,65,56,62,34,75,68,74
206472,86,58,61,68,61,55,68,68
147846,50,52,53,54,68,77,68,68
239494,66,46,59,62,64,74,68,75
248710,72,63,65,70,32,53,68,74
256902,73,65,69,68,52,65,68,71
214151,55,60,68,66,66,63,68,68
198024,83,61,62,71,51,61,68,68
207496,60,68,54,62,30,65,68,68
215938,76,60,61,63,63,78,68,68
239496,72,65,62,73,30,53,68,74
254088,81,63,57,74,25,43,68,85
200841,68,49,63,65,68,64,68,68
207753,35,24,37,49,70,75,68,68
208521,30,33,49,42,70,72,68,68
182409,61,66,65,69,63,78,68,68
255109,75,65,66,74,49,66,68,75
240773,75,43,56,62,64,68,68,76
239493,90,63,54,73,27,62,68,76
236165,87,56,63,74,33,42,68,68
183940,61,51,65,70,63,62,68,68
237700,86,57,62,71,37,63,68,74
167812,59,38,56,55,67,73,68,68
155524,35,36,47,45,68,69,68,68
199812,68,65,66,69,42,66,68,68
252291,63,43,61,62,66,69,68,75
251779,64,66,45,62,25,79,68,72
234371,73,65,61,69,42,67,68,72
220291,73,43,56,64,66,77,68,70
214915,65,59,62,66,61,75,68,68
242306,72,24,55,66,64,61,68,69
172418,62,70,65,65,27,66,68,68
232066,63,68,50,67,30,67,68,71
200168,53,41,54,57,68,75,68,68
254952,66,70,45,63,24,66,68,78
225530,64,69,55,58,28,74,68,71
211955,56,44,54,61,66,80,68,68
245247,83,55,63,72,58,66,68,76
250868,69,65,67,67,65,70,68,69
175092,45,59,62,57,69,71,68,68
183795,43,24,46,41,69,69,68,68
247027,93,31,59,68,59,67,68,71
240371,71,63,64,69,40,67,68,72
247026,74,58,64,69,61,59,68,79
235519,49,47,58,68,66,76,68,75
244210,69,45,64,67,63,64,68,75
228082,73,48,66,71,64,67,68,76
198642,34,45,48,43,68,75,68,68
260593,65,51,66,69,58,76,68,74
257265,83,43,51,63,63,68,68,74
188657,70,62,62,71,50,65,68,68
236543,68,69,64,68,25,68,68,73
234239,80,67,64,74,34,55,68,71
257000,56,28,54,60,70,64,68,81
202749,72,41,60,44,67,82,68,68
238330,71,61,63,69,21,66,68,70
244474,70,54,66,68,65,75,68,68
