ID,Club,ClubNumber,ClubJoined
220829,U.C. Sampdoria,9,2021
233885,FC Basel 1893,4,2016
184477,Free agent,,2021
229537,Defensa y Justicia,25,2021
134820,Aberdeen,8,2021
216483,Brentford,24,2020
186274,1. FC Nürnberg,34,2021
229282,Shimizu S-Pulse,9,2021
189857,SD Eibar,7,2019
255137,Los Angeles FC,11,2020
245152,Cruz Azul,29,2018
230302,Juventude,24,2021
242335,Club Nacional de Football,38,2021
234399,Royal Antwerp FC,9,2021
232607,Club Necaxa,14,2021
205983,Çaykur Rizespor,8,2021
262815,Panathinaikos FC,33,2021
191390,Beşiktaş JK,21,2020
234698,Hokkaido Consadole Sapporo,18,2019
239904,F.C. København,5,2021
241872,Club Atlético Independiente,24,2017
220620,Kasimpaşa SK,94,2020
253912,Deportivo La Guaira FC,7,2020
198617,FC Schalke 04,24,2021
195033,Melbourne City FC,7,2021
205530,Universitatea Craiova,13,2018
216282,FC Augsburg,32,2013
230362,Internacional,30,2021
239322,Norwich City,6,2017
155355,Ulsan Hyundai FC,72,2020
234203,KRC Genk,20,2021
241115,Centro Atlético Fénix,18,2021
124635,Beşiktaş JK,14,2021
202716,RCD Mallorca,9,2017
259036,Shakhtar Donetsk,44,2016
196316,Grenoble Foot 38,1,2014
217565,AJ Auxerre,4,2020
217821,Olympique Lyonnais,12,2021
215262,Unión de Santa Fe,9,2020
222430,Junior FC,27,2019
234624,Minnesota United FC,12,2020
212608,En Avant de Guingamp,23,2021
251775,Al Shabab,8,2021
165247,Kaizer Chiefs,32,2004
220031,Sheffield United,9,2019
246398,Club Nacional,30,2019
110974,CD Leganés,13,2020
241278,Galatasaray SK,21,2021
222590,Club Tijuana,9,2021
199550,AZ Alkmaar,4,2021
188541,Parma,21,2021
237784,Cerezo Osaka,14,2009
208856,AJ Auxerre,3,2019
233943,U.C. Sampdoria,14,2018
216530,12 de Octubre FC,9,2021
244428,RSC Anderlecht,14,2020
200653,Club Atlético Lanús,3,2020
203725,FC Twente,10,2021
235981,Nîmes Olympique,21,2020
190669,IFK Norrköping,1,2021
210126,Cerezo Osaka,10,2017
219174,Atlético Tucumán,23,2020
216270,Hull City,10,2019
189390,1. FC Union Berlin,20,2021
215247,1. FSV Mainz 05,11,2019
235983,Unión Deportiva Almería,17,2016
246388,Estoril Praia,28,2020
182224,Shandong Taishan,14,2014
237522,Getafe CF,15,2020
230359,Sport Club Corinthians Paulista,19,2021
241362,FC Viktoria Plzeň,21,2021
212947,Angers SCO,11,2020
234195,FC Utrecht,21,2020
190931,Fatih Karagümrük S.K.,87,2020
210644,AFC Bournemouth,11,2021
232148,Sporting Kansas City,20,2016
226773,Olympique Lyonnais,24,2017
177621,Fútbol Club Juárez,33,2021
184789,1. FSV Mainz 05,28,2019
204246,Chelsea,13,2021
258262,Dinamo Zagreb,24,2020
263383,Ferencvárosi TC,44,2021
217047,Nashville SC,20,2020
244349,Genoa,15,2020
242045,RSC Anderlecht,18,2021
220029,Clermont Foot 63,6,2021
229496,FC Paços de Ferreira,2,2015
230516,Grêmio,15,2021
238196,Venezia FC,11,2018
243828,Aberdeen,44,2018
240507,LOSC Lille,20,2020
234875,Sport-Club Freiburg,9,2018
223867,LASK Linz,17,2020
224378,Genoa,13,2021
223866,FC Lugano,24,2019
233849,Aarhus GF,26,2021
230521,São Paulo,9,2021
218745,Swansea City,10,2021
214393,Atlético Nacional,30,2020
230776,Kawasaki Frontale,4,2020
201335,Bologna,19,2018
195698,CD Leganés,22,2021
193910,Leeds United,4,2018
255862,New York City FC,42,2021
179574,Wellington Phoenix,88,2021
232054,Club Libertad,21,2019
220534,Empoli,33,2013
208502,Portland Timbers,2,2021
142966,Club Atlético Banfield,10,2017
207734,Shanghai Port FC,9,2021
193909,Málaga CF,23,2020
243061,Ulsan Hyundai FC,11,2021
235125,Fútbol Club Juárez,16,2019
216437,Yeni Malatyaspor,13,2020
202101,Al Hazem,11,2021
228980,Fortuna Sittard,25,2021
192114,Club Deportivo Guadalajara,14,2019
215165,Atlético Tucumán,12,2021
252961,FC Bayern München,23,2020
243580,Vitesse,7,2016
204412,Millwall,17,2021
215334,Elche CF,7,2020
210214,Málaga CF,19,2021
225317,Hibernian,15,2020
207653,Chongqing Liangjiang Athletic,23,2021
201509,Panathinaikos FC,3,2020
223524,U.S. Sassuolo Calcio,3,2017
210468,Spartak Moskva,29,2012
181795,Antalyaspor,13,2021
244259,Dinamo Zagreb,2,2018
214562,Kaizer Chiefs,8,2018
206626,Lech Poznań,9,2020
211489,Argentinos Juniors,11,2021
188274,Demir Grup Sivasspor,9,2019
202017,Middlesbrough,8,2018
198177,Panathinaikos FC,5,2019
241696,Futebol Clube de Famalicão,22,2021
208769,Cardiff City,6,2019
243055,Belenenses SAD,64,2019
207472,Vissel Kobe,24,2019
164464,Columbus Crew,99,2021
220529,Napoli,15,2018
230257,Associação Chapecoense de Futebol,18,2021
230513,Internacional,9,2021
183921,Stade Brestois 29,22,2016
227186,San Lorenzo de Almagro,1,2015
252018,FC Red Bull Salzburg,4,2021
240332,FC Cincinnati,9,2021
184436,Cardiff City,25,2018
189899,Columbus Crew,5,2020
200715,Stoke City,1,2019
238008,Philadelphia Union,3,2017
199353,FC Schalke 04,18,2021
224442,RC Strasbourg Alsace,30,2017
235450,Fulham,20,2018
204731,Estoril Praia,31,2020
233147,Kawasaki Frontale,10,2011
202940,Fulham,7,2016
230332,Fluminense,12,2021
223498,Gimnasia y Esgrima La Plata,5,2021
241162,KRC Genk,28,2018
257290,FC Porto,23,2018
192778,KAA Gent,7,2021
262411,Fenerbahçe SK,27,2021
163083,SC Braga,6,2020
242359,Vitória de Guimarães,44,2020
232459,İstanbul Başakşehir FK,26,2019
225995,Empoli,2,2016
183820,Amiens SC,8,2021
158221,CF Fuenlabrada,5,2016
229901,Stoke City,36,2016
245261,Daegu FC,10,2021
189709,FC Cartagena,3,2021
233230,Argentinos Juniors,4,2016
244238,PFC CSKA Moscow,29,2018
250797,CS Emelec,12,2020
230316,Sport Club Corinthians Paulista,6,2021
254891,Philadelphia Union,8,2020
242603,AS Monaco,15,2020
224440,Olympique Lyonnais,30,2020
216750,Randers FC,1,2018
221367,Antalyaspor,10,2021
185010,Jagiellonia Białystok,2,2021
204215,West Bromwich Albion,20,2021
202678,Western United FC,19,2019
184501,FC Basel 1893,5,2021
240309,Free agent,,2018
240053,Yeni Malatyaspor,8,2021
221621,D.C. United,15,2014
238004,AZ Alkmaar,28,2018
222644,D.C. United,11,2020
210868,Cádiz CF,6,2016
208564,F.C. København,22,2020
233139,SpVgg Greuther Fürth,19,2020
221875,Shandong Taishan,28,2021
148403,FC Paços de Ferreira,22,2018
257713,Hellas Verona,30,2020
241070,Rayo Vallecano,2,2020
188337,Shenzhen FC,22,2021
247729,Vitória de Guimarães,70,2016
244401,BSC Young Boys,4,2018
213937,SD Eibar,22,2021
212401,Columbus Crew,15,2021
256688,FC Lausanne-Sport,10,2018
204464,Cardiff City,8,2011
182959,FC Viktoria Plzeň,16,2017
228271,Club Sporting Cristal,17,2019
217007,Yukatel Kayserispor,26,2021
216751,Club Bolívar,8,2018
214191,Club Atlético Talleres,2,2021
209839,AZ Alkmaar,22,2020
230315,Santos,34,2021
192938,Panathinaikos FC,23,2021
242602,Hamburger SV,27,2018
243497,Cagliari,40,2019
203568,1. FC Union Berlin,15,2021
176942,AIK,33,2020
199982,KV Mechelen,13,2018
244269,Leicester City,15,2018
241197,Al Nassr,5,2015
219181,Lech Poznań,25,2018
144429,IFK Göteborg,17,2021
185132,SD Amorebieta,12,2021
234028,São Paulo,18,2021
219180,Real Oviedo,12,2021
240683,Hamburger SV,14,2021
234795,FC Red Bull Salzburg,10,2019
228650,Estoril Praia,6,2021
224041,1. FC Köln,20,2021
213418,PAOK,47,2020
177448,IFK Göteborg,13,2021
258343,AC Sparta Praha,6,2020
232230,FC Cincinnati,18,2021
229158,Toulouse Football Club,8,2020
221990,Atlético Tucumán,15,2019
220198,Ipswich Town,43,2020
243402,Fortuna Sittard,7,2018
248266,Galatasaray SK,93,2021
256970,AC Sparta Praha,36,2020
198347,FC Dallas,29,2020
138699,FC Zürich,21,2021
210123,Deportivo Toluca,5,2021
224459,Club Olimpia,2,2021
234032,Real Zaragoza,24,2021
235824,Cádiz CF,12,2021
198193,Ferencvárosi TC,20,2020
220209,Toronto FC,92,2021
212138,Racing Club de Lens,29,2021
142762,Arsenal de Sarandí,33,2021
227497,FC Schalke 04,30,2021
212137,AC Sparta Praha,32,2019
238504,FC Metz,21,2021
202408,Cardiff City,5,2019
256167,Unión de Santa Fe,10,2020
189607,1. FC Nürnberg,9,2020
223143,BSC Young Boys,21,2018
239782,FC Dallas,8,2019
191032,Beşiktaş JK,11,2020
253240,Club Libertad,10,2018
186680,Unión Deportiva Las Palmas,1,2018
243000,Universitatea Craiova,11,2014
139064,River Plate,23,2012
196151,La Equidad,10,2012
192567,Fortuna Düsseldorf,25,2018
244790,SK Slavia Praha,20,2021
222262,Feyenoord,33,2020
230964,Club Atlético Talleres,9,2021
244787,FC Viktoria Plzeň,24,2017
240947,Crystal Palace,3,2017
232755,Bristol City,3,2019
230451,Sport Club Corinthians Paulista,18,2021
202035,Seattle Sounders FC,20,2021
220466,Atalanta,14,2021
240689,Argentinos Juniors,15,2016
220087,Çaykur Rizespor,27,2020
188421,K Beerschot VA,5,2017
230144,AS Saint-Étienne,25,2017
230400,Associação Chapecoense de Futebol,34,2021
246279,Unión Deportiva Almería,3,2016
157703,SC Paderborn 07,2,2018
219911,Orlando Pirates,14,2020
210951,D.C. United,10,2020
201991,SD Ponferradina,18,2020
235782,SC Braga,25,2021
233222,Derby County,7,2020
185349,Fulham,4,2016
214021,Club Independiente Santa Fe,2,2019
243716,Orlando City Soccer Club,14,2021
241412,Santos Laguna,32,2018
233732,Venezia FC,77,2019
222724,Royal Antwerp FC,14,2019
190467,Puebla FC,5,2020
213763,Djurgårdens IF,6,2021
251138,FBC Melgar,2,2021
241410,Spezia,29,2019
226050,1. FC Union Berlin,36,2020
225282,Club Atlético Aldosivi,25,2014
215042,Universidad Católica,15,2020
200962,Legia Warszawa,8,2018
238593,Hamburger SV,3,2020
204289,Sheffield Wednesday,24,2021
186130,Stoke City,5,2020
214817,Gazişehir Gaziantep F.K.,28,2021
212519,Dijon FCO,22,2020
260136,Club Cerro Porteño,4,2020
223790,1. FC Union Berlin,27,2019
238637,DSC Arminia Bielefeld,39,2021
246316,Nagoya Grampus,11,2018
243756,Real Zaragoza,18,2021
230444,Cuiabá,7,2021
144172,Aytemiz Alanyaspor,1,2021
244523,CD Leganés,20,2020
106795,U.S. Sassuolo Calcio,56,2013
235563,Yeni Malatyaspor,44,2019
230443,Fortaleza,6,2021
210219,Argentinos Juniors,28,2021
202539,Dundee FC,29,2014
258090,Club Atlético Colón,21,2020
189482,SD Ponferradina,3,2017
221994,KAA Gent,25,2020
204842,FC Zürich,25,2011
221737,Pachuca,10,2021
214313,FC Paços de Ferreira,15,2021
209449,Jeju United FC,11,2021
230190,Juventude,19,2021
245550,Málaga CF,22,2020
251438,FC Paços de Ferreira,77,2017
258608,FC Nantes,26,2020
230194,Juventude,3,2021
200754,İstanbul Başakşehir FK,28,2021
192561,Sparta Rotterdam,9,2020
246321,Yokohama F. Marinos,38,2021
243249,Hertha BSC,10,2021
230193,Grêmio,16,2021
217649,Shimizu S-Pulse,37,2019
226060,SV Werder Bremen,15,2020
252208,Beşiktaş JK,3,2019
252974,Wellington Phoenix,7,2019
186672,FC Cincinnati,12,2021
244272,Dinamo Zagreb,55,2017
240944,Deportivo Toluca,7,2020
228144,Real Oviedo,20,2020
211504,Chelsea,52,2012
244271,Birmingham City,34,2019
225071,Preston North End,4,2021
223791,Gazişehir Gaziantep F.K.,20,2021
200489,Sanfrecce Hiroshima,9,2019
233512,Gazişehir Gaziantep F.K.,6,2019
211239,Racing Club de Lens,25,2020
203304,Adana Demirspor,7,2021
244497,FC Sion,70,2018
246033,Atlanta United,5,2021
184337,FC Seoul,13,2005
259345,Al Raed,11,2020
227602,Club Universidad Nacional,10,2020
230936,Free agent,,2021
199960,Swansea City,12,2021
236823,Toulouse Football Club,40,2021
253718,AS Saint-Étienne,9,2016
239894,ESTAC Troyes,6,2021
214294,Club Tijuana,8,2021
254229,CS Emelec,14,2017
241941,Club Brugge KV,4,2021
219413,Junior FC,3,2021
196885,Vélez Sarsfield,22,2020
177684,FC Lausanne-Sport,5,2021
199700,Odisha FC,7,2021
242195,KRC Genk,2,2021
221459,Club Nacional,25,2016
238097,FC Seoul,7,2021
163600,Wolverhampton Wanderers,21,2017
227600,FC Midtjylland,6,2018
257293,Belenenses SAD,8,2019
252711,Stade Malherbe Caen,25,2021
245543,1. FC Heidenheim 1846,24,2020
229900,BSC Young Boys,30,2018
233484,Luton Town,22,2021
238860,Shandong Taishan,4,2015
256268,Southampton,18,2020
232461,Nagoya Grampus,20,2017
241933,Granada CF,14,2021
242958,1. FC Union Berlin,3,2021
222224,SD Ponferradina,6,2021
210703,Vejle Boldklub,19,2021
215823,Portland Timbers,13,2020
220175,Yukatel Kayserispor,10,2021
230415,Fortaleza,8,2021
233487,Birmingham City,18,2020
233999,Internacional,1,2021
199952,Atakaş Hatayspor,10,2021
156432,FC Sion,99,2020
186674,Sporting Kansas City,15,2015
194354,AEK Athens,26,2021
213556,Ferencvárosi TC,7,2020
229428,SD Eibar,21,2021
202530,Club Bolívar,10,2020
204307,Holstein Kiel,23,2021
205089,AC Monza,10,2019
247072,Al Ain FC,17,2014
194079,Çaykur Rizespor,4,2021
228383,F.C. København,1,2021
198687,AS Nancy Lorraine,23,2019
194846,Paris FC,29,2020
258334,FC Viktoria Plzeň,66,2020
230686,Udinese Calcio,6,2020
205086,VfB Stuttgart,21,2019
262430,FC Vizela,10,2019
194077,Antalyaspor,89,2020
258333,FC Viktoria Plzeň,35,2020
216349,Reading,7,2021
259868,FC Metz,15,2021
258332,FC Viktoria Plzeň,11,2020
189211,Burgos CF,21,2020
186651,Antalyaspor,11,2021
209698,AJ Auxerre,12,2017
218658,Sheffield Wednesday,6,2019
227106,Elche CF,4,2020
245540,AEK Athens,5,2018
244006,Estoril Praia,4,2021
242214,New York City FC,16,2017
234790,CD Tenerife,1,2021
233510,Birmingham City,7,2017
251429,DSC Arminia Bielefeld,16,2019
212261,Málaga CF,9,2021
256548,SK Rapid Wien,27,2021
255268,CA Osasuna,28,2017
240164,Kaizer Chiefs,28,2017
239138,Sport-Club Freiburg,29,2019
230180,Cuiabá,23,2021
225316,Club Brugge KV,5,2021
194083,Altay SK,19,2018
223779,AEK Athens,4,2020
262435,FC Arouca,72,2018
253218,Club Cerro Porteño,23,2019
186402,Guaireña FC,5,2020
246562,FC Dinamo 1948 Bucureşti,22,2018
186139,Bristol City,6,2021
248091,Universitatea Craiova,1,2021
241947,RSC Anderlecht,7,2018
224524,SD Eibar,2,2019
239881,Ajax,9,2017
176137,SV Zulte Waregem,9,2020
243977,Club Atlético Independiente,9,2020
251401,VfB Stuttgart,7,2019
192009,Club Deportivo Guadalajara,4,2012
230410,Palmeiras,22,2021
240138,Barcelona Sporting Club,3,2020
203276,New York City FC,9,2019
230454,Flamengo,10,2021
224265,Bristol City,8,2020
200758,Reading,6,2016
198198,KAS Eupen,5,2020
193077,Bologna,92,2018
242997,Hannover 96,11,2018
239669,IFK Norrköping,10,2020
235317,FC Viktoria Plzeň,18,2021
213557,CD Tondela,8,2020
213301,LASK Linz,30,2021
231433,Panathinaikos FC,22,2020
215049,Godoy Cruz,15,2020
234779,Burgos CF,13,2018
230169,Fortaleza,29,2021
226075,AEK Athens,2,2014
203547,Altay SK,77,2020
224794,Suwon FC,10,2021
198426,Unión La Calera,8,2020
194841,Guaireña FC,6,2021
255001,Genoa,65,2021
245785,Yokohama F. Marinos,4,2018
245017,Hannover 96,29,2021
225305,Fenerbahçe SK,29,2020
197641,AC Ajaccio,1,2018
212249,Hannover 96,37,2021
208153,Suwon FC,9,2020
235544,Hebei FC,5,2020
189703,Club Atlético Rentistas,45,2021
213000,SC Heerenveen,4,2021
229896,Girona FC,23,2020
231688,Belenenses SAD,21,2020
234760,Spezia,13,2021
198705,D.C. United,14,2021
237051,Henan Songshan Longmen FC,10,2021
242660,Borussia Mönchengladbach,15,2018
216802,LDU Quito,9,2021
233954,Club Deportivo Guadalajara,26,2020
194018,Cardiff City,19,2021
224995,Junior FC,15,2021
246755,Santos Laguna,19,2019
190435,Real Oviedo,13,2021
229092,Çaykur Rizespor,50,2019
234980,AEK Athens,28,2020
203749,Luton Town,5,2018
230377,Palmeiras,15,2021
222693,Club Atlético Talleres,10,2020
212454,Bristol City,11,2016
226278,Estoril Praia,92,2020
228326,RCD Mallorca,3,2020
237286,Brighton & Hove Albion,7,2017
187110,Club Deportivo Guadalajara,16,2010
259047,AC Sparta Praha,24,2019
211177,New England Revolution,25,2021
209378,FC Groningen,3,2019
194017,Bristol City,14,2018
239073,VfL Bochum 1848,22,2021
213729,Odds BK,1,2013
232413,Middlesbrough,2,2019
233437,Kaizer Chiefs,15,2021
241629,U.S. Sassuolo Calcio,6,2019
246237,Godoy Cruz,33,2018
251613,Racing Club,2,2019
189661,Real Zaragoza,20,2020
195037,Stoke City,6,2019
208862,ESTAC Troyes,8,2016
214238,Puebla FC,14,2021
225502,Gallos Blancos de Querétaro,35,2021
183518,Estoril Praia,17,2021
220383,Granada CF,13,2017
231391,Nottingham Forest,10,2018
241119,Málaga CF,13,2019
242143,Al Fayha,37,2021
199392,Estudiantes de La Plata,13,2021
206561,Ipswich Town,28,2013
213993,Venezia FC,9,2020
233705,Norwich City,19,2020
233079,Club Tijuana,14,2021
227911,Nashville SC,8,2020
239432,FC Lorient,27,2020
237640,Empoli,10,2020
233544,Oud-Heverlee Leuven,4,2020
213064,Chicago Fire Football Club,5,2019
211272,Unión de Santa Fe,3,2018
144200,Antalyaspor,6,2019
186695,Club Atlético Independiente,6,2020
232775,Urawa Red Diamonds,33,2021
192838,Racing Club,18,2021
248297,Mumbai City FC,5,2020
243270,Futebol Clube de Famalicão,91,2021
223046,İttifak Holding Konyaspor,6,2020
222278,Guangzhou City,20,2011
235589,Unión Deportiva Almería,22,2018
231237,AZ Alkmaar,1,2021
223045,Demir Grup Sivasspor,3,2018
213317,Jeonbuk Hyundai Motors,23,2020
229956,FC St. Gallen 1879,1,2020
179528,CD Lugo,14,2020
235849,Amiens SC,2,2021
239945,Club Deportivo Guadalajara,20,2015
245065,Los Angeles FC,12,2019
253929,Metropolitanos de Caracas FC,30,2019
191209,Santos Laguna,27,2021
202986,Pohang Steelers,6,2021
211946,F.C. Hansa Rostock,1,2019
250858,Rayo Vallecano,21,2021
192490,Unión Deportiva Almería,7,2020
210923,Al Ahli,33,2017
236267,Barcelona Sporting Club,14,2016
179947,Daegu FC,9,2018
252139,Moreirense FC,21,2019
258027,Crotone,99,2020
230380,Sport Club Corinthians Paulista,10,2021
224591,FC Cartagena,6,2021
192074,CF Fuenlabrada,8,2016
244042,Austin FC,99,2021
233034,Arsenal de Sarandí,2,2016
223818,Santa Clara,5,2019
228829,Birmingham City,4,2017
213725,Çaykur Rizespor,21,2021
210653,Club Necaxa,20,2021
240311,Rayo Vallecano,1,2020
260020,PSV,32,2020
216245,CF Monterrey,22,2019
234933,RCD Mallorca,20,2019
245429,Hajduk Split,20,2020
186805,Gallos Blancos de Querétaro,10,2021
225974,Nottingham Forest,26,2020
228790,Unión Deportiva Almería,2,2020
242614,Crotone,27,2021
250807,Galatasaray SK,67,2020
203485,Fulham,5,2020
211384,AFC Bournemouth,18,2021
257208,Royal Antwerp FC,10,2021
223929,Barnsley,11,2021
182713,Türkgücü München,5,2021
224186,Queens Park Rangers,5,2021
231098,FC Nantes,14,2018
261050,FC Porto,10,2021
215995,Arsenal de Sarandí,5,2018
245428,SV Sandhausen,36,2021
239475,Club Necaxa,25,2017
251763,CD Leganés,12,2019
202356,Demir Grup Sivasspor,58,2010
194934,AD Alcorcón,1,2015
177782,Antalyaspor,88,2018
242294,Newell's Old Boys,31,2018
105846,Legia Warszawa,1,2020
169078,Sheffield United,15,2019
193141,Racing Club,4,2010
250997,Real Sporting de Gijón,16,2018
244853,Club Brugge KV,19,2021
243573,Dijon FCO,1,2020
177525,Kasimpaşa SK,77,2021
237429,Gamba Osaka,5,2017
226677,Rangers FC,22,2021
247412,FC Basel 1893,21,2018
247156,Club Atlético Colón,4,2019
239732,Empoli,27,2019
229236,FC Metz,3,2015
225908,FC Augsburg,36,2019
224187,Al Batin,11,2020
261307,Malmö FF,19,2021
219836,Getafe CF,1,2017
208581,İttifak Holding Konyaspor,7,2021
213445,San Jose Earthquakes,9,2021
242629,Orlando City Soccer Club,4,2019
256197,Bayer 04 Leverkusen,33,2021
213702,FC Botoşani,10,2020
233926,İstanbul Başakşehir FK,5,2019
219591,Hajduk Split,8,2019
230343,Fortaleza,21,2021
237255,Atlanta United,12,2017
248775,Rodez Aveyron Football,11,2014
212424,Minnesota United FC,20,2021
215496,Santa Clara,6,2020
219848,Real Oviedo,4,2021
237512,Club Atlético Independiente,11,2017
186568,FC Vizela,17,2020
188616,Benevento,25,2019
198601,Cruz Azul,8,2021
261084,Olympique de Marseille,12,2021
213189,Jeju United FC,18,2020
242372,Gallos Blancos de Querétaro,7,2020
231868,Estoril Praia,18,2021
228804,Oud-Heverlee Leuven,21,2019
237245,Los Angeles FC,4,2018
245437,SD Huesca,18,2020
202686,Bristol City,21,2020
219582,KV Oostende,17,2019
220862,West Bromwich Albion,17,2020
237502,Venezia FC,17,2020
254910,Cerezo Osaka,17,2020
224191,SV Zulte Waregem,14,2021
210880,Empoli,20,2018
